03:47:11 PM , July 10, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   4.90E-009 
2,   4.16E-008 
3,   2.98E-009 
4,   2.60E-010 
5,   1.88E-010 
6,   2.28E-010 
7,   1.20E-010 
8,   5.51E-011 
9,   6.47E-011 
10,   8.17E-011 
11,   1.88E-010 
12,   8.35E-010 
13,   2.74E-010 
14,   3.87E-010 
15,   3.27E-010 
16,   7.53E-009 
17,   5.25E-008 
18,   2.08E-007 
19,   5.77E-009 
20,   7.84E-010 
21,   2.47E-010 
22,   3.97E-010 
23,   8.80E-011 
24,   1.62E-010 
25,   9.97E-011 
26,   1.33E-010 
27,   1.44E-010 
28,   6.20E-009 
29,   7.42E-010 
30,   7.76E-010 
31,   1.27E-011 
32,   7.48E-009 
33,   9.01E-010 
34,   1.22E-010 
35,   1.30E-010 
36,  -7.74E-011 
37,  -9.76E-011 
38,  -4.24E-012 
39,   2.42E-010 
40,   1.37E-010 
41,   8.59E-011 
42,   5.41E-011 
43,   2.08E-010 
44,   8.48E-009 
45,   1.10E-009 
46,   2.40E-010 
47,   6.89E-011 
48,   5.41E-011 
49,  -4.67E-011 
50,  -1.11E-010 
51,   7.00E-011 
52,  -5.83E-011 
53,   5.83E-011 
54,  -8.70E-011 
55,  -6.79E-011 
56,  -4.56E-011 
57,   1.52E-010 
58,   7.53E-011 
59,   7.10E-011 
60,  -6.47E-011 
61,   3.61E-011 
62,   4.03E-011 
63,  -6.79E-011 
64,  -4.88E-011 
65,  -3.61E-011 
