;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65
0;9,25E-10;9,66E-09;7,73E-10;-2,33E-10;-2,96E-10;-5,13E-10;-1,69E-10;-3,70E-10;-2,33E-10;-1,96E-10;-3,29E-10;4,40E-08;2,66E-09;2,02E-07;5,43E-09;6,58E-08;6,31E-09;2,07E-08;1,62E-09;5,62E-09;5,41E-10;3,66E-09;2,34E-10;-1,36E-10;-2,03E-10;-1,64E-10;6,30E-09;2,76E-06;1,94E-08;2,60E-09;5,26E-10;1,62E-08;1,70E-09;-5,30E-12;-1,52E-10;1,63E-10;-2,86E-10;-1,91E-10;1,85E-10;1,05E-07;4,15E-09;1,74E-10;3,97E-09;7,36E-07;8,52E-09;2,63E-09;4,87E-10;-1,41E-10;-1,91E-10;-3,04E-10;-1,41E-10;-1,46E-10;-1,59E-10;-2,06E-10;-2,40E-10;-2,61E-10;-2,14E-10;-3,30E-10;-1,34E-10;-4,61E-10;-1,70E-10;-1,98E-10;-2,67E-10;-1,29E-10;-2,05E-10;;;;-2,72E-09;-2,38E-08;-1,93E-09;-5,21E-10;-6,54E-10;-5,84E-10;-1,73E-10;-3,94E-10;-5,00E-10;-3,07E-10;-2,60E-10;4,35E-08;2,52E-09;2,02E-07;5,14E-09;6,04E-08;-3,32E-08;-1,35E-07;-3,24E-09;5,01E-09;2,04E-10;3,65E-09;7,10E-11;-1,48E-10;-2,56E-10;-1,22E-10;6,21E-09;2,76E-06;1,89E-08;2,23E-09;3,84E-10;9,34E-09;7,39E-10;-2,26E-10;-2,61E-10;4,00E-11;-5,72E-10;-3,74E-10;1,41E-10;1,05E-07;4,07E-09;5,20E-11;3,83E-09;7,30E-07;7,73E-09;2,63E-09;3,99E-10;-6,15E-11;-1,24E-10;-3,33E-10;-2,86E-10;-3,12E-10;-2,87E-10;-1,54E-10;-3,12E-10;-2,77E-10;-2,69E-10;-5,98E-10;-1,92E-10;-4,54E-10;-3,05E-10;-2,22E-10;-4,00E-10;-2,58E-10;-3,78E-10
1;1,14E-09;9,51E-09;9,32E-10;-3,39E-11;-7,21E-11;-1,09E-10;-1,99E-10;-7,85E-11;-2,56E-10;-2,18E-10;-4,25E-10;4,39E-08;2,62E-09;2,05E-07;5,31E-09;6,64E-08;5,83E-09;2,08E-08;1,71E-09;5,77E-09;6,96E-10;3,97E-09;4,14E-10;-9,65E-11;-1,88E-10;-4,56E-11;6,59E-09;2,77E-06;1,98E-08;2,63E-09;6,79E-10;1,64E-08;1,63E-09;-6,57E-11;-7,42E-11;1,52E-10;-1,75E-10;-1,45E-10;3,81E-10;1,04E-07;4,30E-09;1,92E-10;4,00E-09;7,39E-07;8,58E-09;2,73E-09;5,44E-10;-3,29E-11;-7,21E-11;-9,01E-11;-1,29E-10;-1,44E-10;-3,47E-10;-1,21E-10;-3,48E-10;-2,86E-10;-1,74E-10;-1,42E-10;-1,96E-10;-1,64E-10;-2,00E-10;-3,46E-10;-3,53E-10;-2,26E-10;-2,23E-10;;;;-2,50E-09;-2,40E-08;-1,77E-09;-3,22E-10;-4,30E-10;-1,80E-10;-2,03E-10;-1,03E-10;-5,23E-10;-3,29E-10;-3,56E-10;4,34E-08;2,48E-09;2,05E-07;5,02E-09;6,10E-08;-3,37E-08;-1,35E-07;-3,15E-09;5,16E-09;3,59E-10;3,96E-09;2,51E-10;-1,08E-10;-2,41E-10;-3,20E-12;6,50E-09;2,77E-06;1,93E-08;2,26E-09;5,37E-10;9,54E-09;6,69E-10;-2,87E-10;-1,83E-10;2,90E-11;-4,61E-10;-3,28E-10;3,37E-10;1,04E-07;4,22E-09;7,00E-11;3,86E-09;7,33E-07;7,79E-09;2,73E-09;4,56E-10;4,66E-11;-5,30E-12;-1,19E-10;-2,74E-10;-3,10E-10;-4,75E-10;-6,90E-11;-4,20E-10;-3,02E-10;-2,29E-10;-4,10E-10;-2,54E-10;-1,57E-10;-3,35E-10;-3,70E-10;-4,86E-10;-3,55E-10;-3,96E-10
2;1,07E-09;9,49E-09;8,34E-10;-2,25E-10;-2,36E-10;-3,58E-10;-4,01E-10;-1,86E-10;-3,22E-10;-2,42E-10;-2,68E-10;4,42E-08;2,70E-09;2,03E-07;5,53E-09;6,61E-08;5,92E-09;2,08E-08;1,41E-09;5,73E-09;6,11E-10;3,96E-09;3,00E-10;-1,79E-10;-1,77E-10;-1,62E-10;6,57E-09;2,77E-06;1,92E-08;2,49E-09;3,31E-10;1,60E-08;1,42E-09;2,76E-11;-2,51E-10;9,33E-11;-4,04E-10;-1,95E-10;2,60E-10;1,03E-07;4,23E-09;2,24E-10;3,85E-09;7,41E-07;8,50E-09;2,74E-09;4,49E-10;-1,19E-10;-1,81E-10;-2,27E-10;-1,85E-10;-2,32E-10;-4,17E-10;-3,57E-10;-3,03E-10;-2,95E-10;-2,05E-10;-2,55E-10;-2,87E-10;-2,96E-10;-2,16E-10;-3,41E-10;-3,32E-10;-1,12E-10;-1,94E-10;;;;1,07E-09;9,49E-09;8,34E-10;-2,25E-10;-2,36E-10;-3,58E-10;-4,01E-10;-1,86E-10;-3,22E-10;-2,42E-10;-2,68E-10;4,42E-08;2,70E-09;2,03E-07;5,53E-09;6,61E-08;5,92E-09;2,08E-08;1,41E-09;5,73E-09;6,11E-10;3,96E-09;3,00E-10;-1,79E-10;-1,77E-10;-1,62E-10;6,57E-09;2,77E-06;1,92E-08;2,49E-09;3,31E-10;1,60E-08;1,42E-09;2,76E-11;-2,51E-10;9,33E-11;-4,04E-10;-1,95E-10;2,60E-10;1,03E-07;4,23E-09;2,24E-10;3,85E-09;7,41E-07;8,50E-09;2,74E-09;4,49E-10;-1,19E-10;-1,81E-10;-2,27E-10;-1,85E-10;-2,32E-10;-4,17E-10;-3,57E-10;-3,03E-10;-2,95E-10;-2,05E-10;-2,55E-10;-2,87E-10;-2,96E-10;-2,16E-10;-3,41E-10;-3,32E-10;-1,12E-10;-1,94E-10
3;1,24E-09;9,52E-09;8,12E-10;-1,64E-10;-3,71E-11;-4,11E-10;-1,17E-10;-2,95E-10;-2,39E-10;-2,66E-10;-1,42E-10;4,48E-08;2,87E-09;2,05E-07;5,56E-09;6,60E-08;5,80E-09;2,09E-08;1,46E-09;5,37E-09;4,17E-10;3,48E-09;1,39E-10;-2,44E-10;-3,22E-10;-1,59E-10;6,64E-09;2,76E-06;1,92E-08;2,18E-09;5,96E-10;1,58E-08;1,35E-09;-1,70E-11;-2,81E-10;-5,51E-11;-2,79E-10;-2,09E-10;6,26E-11;9,70E-08;3,97E-09;7,00E-11;3,98E-09;7,35E-07;8,48E-09;2,62E-09;3,27E-10;-1,66E-10;-2,01E-10;-2,46E-10;-2,34E-10;-1,78E-10;-4,79E-10;-3,41E-10;-3,15E-10;-3,06E-10;-2,88E-10;-3,52E-10;-2,71E-10;-3,73E-10;-2,27E-10;-3,09E-10;-3,90E-10;-1,73E-10;-3,08E-10;;;;1,24E-09;9,52E-09;8,12E-10;-1,64E-10;-3,71E-11;-4,11E-10;-1,17E-10;-2,95E-10;-2,39E-10;-2,66E-10;-1,42E-10;4,48E-08;2,87E-09;2,05E-07;5,56E-09;6,60E-08;5,80E-09;2,09E-08;1,46E-09;5,37E-09;4,17E-10;3,48E-09;1,39E-10;-2,44E-10;-3,22E-10;-1,59E-10;6,64E-09;2,76E-06;1,92E-08;2,18E-09;5,96E-10;1,58E-08;1,35E-09;-1,70E-11;-2,81E-10;-5,51E-11;-2,79E-10;-2,09E-10;6,26E-11;9,70E-08;3,97E-09;7,00E-11;3,98E-09;7,35E-07;8,48E-09;2,62E-09;3,27E-10;-1,66E-10;-2,01E-10;-2,46E-10;-2,34E-10;-1,78E-10;-4,79E-10;-3,41E-10;-3,15E-10;-3,06E-10;-2,88E-10;-3,52E-10;-2,71E-10;-3,73E-10;-2,27E-10;-3,09E-10;-3,90E-10;-1,73E-10;-3,08E-10
4;1,33E-09;9,65E-09;8,15E-10;-1,72E-10;-6,04E-11;-1,56E-10;-1,20E-10;-4,08E-10;-1,33E-10;-1,43E-10;-2,40E-10;4,49E-08;2,48E-09;2,03E-07;5,28E-09;6,62E-08;6,41E-09;2,04E-08;1,80E-09;4,48E-09;3,44E-10;4,07E-09;3,56E-10;-5,51E-11;-1,39E-10;-1,22E-10;7,16E-09;2,75E-06;1,95E-08;2,55E-09;4,31E-10;1,54E-08;1,76E-09;4,98E-11;-9,54E-11;2,34E-10;5,94E-11;-1,03E-10;1,55E-10;8,18E-08;4,05E-09;1,93E-10;4,46E-09;7,57E-07;9,01E-09;2,91E-09;5,58E-10;1,08E-10;-1,31E-10;-5,41E-11;-2,55E-11;1,39E-10;-6,26E-11;-1,12E-10;8,59E-11;-1,04E-10;-1,39E-10;-1,64E-10;-1,76E-10;-1,25E-10;-1,69E-10;-7,10E-11;-2,36E-10;-7,10E-11;-1,41E-10;;;;1,33E-09;9,65E-09;8,15E-10;-1,72E-10;-6,04E-11;-1,56E-10;-1,20E-10;-4,08E-10;-1,33E-10;-1,43E-10;-2,40E-10;4,49E-08;2,48E-09;2,03E-07;5,28E-09;6,62E-08;6,41E-09;2,04E-08;1,80E-09;4,48E-09;3,44E-10;4,07E-09;3,56E-10;-5,51E-11;-1,39E-10;-1,22E-10;7,16E-09;2,75E-06;1,95E-08;2,55E-09;4,31E-10;1,54E-08;1,76E-09;4,98E-11;-9,54E-11;2,34E-10;5,94E-11;-1,03E-10;1,55E-10;8,18E-08;4,05E-09;1,93E-10;4,46E-09;7,57E-07;9,01E-09;2,91E-09;5,58E-10;1,08E-10;-1,31E-10;-5,41E-11;-2,55E-11;1,39E-10;-6,26E-11;-1,12E-10;8,59E-11;-1,04E-10;-1,39E-10;-1,64E-10;-1,76E-10;-1,25E-10;-1,69E-10;-7,10E-11;-2,36E-10;-7,10E-11;-1,41E-10
5;1,11E-09;9,44E-09;6,85E-10;-1,87E-10;-3,21E-10;-8,17E-11;-1,30E-10;-2,41E-10;-3,67E-10;-1,13E-10;-3,20E-10;4,45E-08;2,66E-09;2,07E-07;5,71E-09;6,57E-08;5,82E-09;2,04E-08;1,81E-09;4,64E-09;2,21E-10;3,78E-09;5,07E-10;-4,21E-10;-3,43E-10;-1,22E-10;6,78E-09;2,78E-06;1,98E-08;2,19E-09;5,60E-10;1,48E-08;1,25E-09;-2,86E-11;-2,38E-10;1,65E-10;-6,15E-11;-2,16E-10;2,14E-10;8,25E-08;3,67E-09;2,33E-11;3,94E-09;7,47E-07;8,39E-09;2,70E-09;3,05E-10;-3,50E-11;-1,21E-10;-1,29E-10;-2,64E-10;-1,50E-10;-4,03E-10;-3,03E-10;-2,83E-10;-3,33E-10;-3,32E-10;-3,66E-10;-1,88E-10;-3,67E-10;-1,74E-10;-1,96E-10;-3,75E-10;-3,53E-10;-4,67E-10;;;;1,11E-09;9,44E-09;6,85E-10;-1,87E-10;-3,21E-10;-8,17E-11;-1,30E-10;-2,41E-10;-3,67E-10;-1,13E-10;-3,20E-10;4,45E-08;2,66E-09;2,07E-07;5,71E-09;6,57E-08;5,82E-09;2,04E-08;1,81E-09;4,64E-09;2,21E-10;3,78E-09;5,07E-10;-4,21E-10;-3,43E-10;-1,22E-10;6,78E-09;2,78E-06;1,98E-08;2,19E-09;5,60E-10;1,48E-08;1,25E-09;-2,86E-11;-2,38E-10;1,65E-10;-6,15E-11;-2,16E-10;2,14E-10;8,25E-08;3,67E-09;2,33E-11;3,94E-09;7,47E-07;8,39E-09;2,70E-09;3,05E-10;-3,50E-11;-1,21E-10;-1,29E-10;-2,64E-10;-1,50E-10;-4,03E-10;-3,03E-10;-2,83E-10;-3,33E-10;-3,32E-10;-3,66E-10;-1,88E-10;-3,67E-10;-1,74E-10;-1,96E-10;-3,75E-10;-3,53E-10;-4,67E-10
6;9,71E-10;9,44E-09;8,92E-10;-1,38E-10;-1,61E-10;-2,63E-10;-2,77E-10;-1,61E-10;-3,43E-10;-2,32E-10;-9,54E-11;4,23E-08;2,64E-09;2,10E-07;5,57E-09;6,29E-08;5,81E-09;2,01E-08;1,80E-09;5,26E-09;3,49E-10;3,93E-09;4,14E-10;-1,71E-10;-6,57E-11;-2,33E-10;6,64E-09;2,79E-06;1,97E-08;2,55E-09;4,16E-10;1,47E-08;1,59E-09;3,50E-11;-1,37E-10;1,91E-10;-1,48E-10;-2,40E-10;3,28E-10;9,60E-08;4,23E-09;1,35E-10;3,77E-09;6,92E-07;7,69E-09;2,50E-09;6,84E-10;-1,91E-11;-4,35E-11;-1,41E-10;-2,96E-10;-2,73E-10;-5,51E-11;-7,32E-11;-1,22E-10;-2,40E-10;-3,22E-10;-2,11E-10;-2,49E-10;-1,88E-10;-8,27E-11;-1,23E-10;-2,83E-10;-2,12E-10;-1,56E-10;;;;9,71E-10;9,44E-09;8,92E-10;-1,38E-10;-1,61E-10;-2,63E-10;-2,77E-10;-1,61E-10;-3,43E-10;-2,32E-10;-9,54E-11;4,23E-08;2,64E-09;2,10E-07;5,57E-09;6,29E-08;5,81E-09;2,01E-08;1,80E-09;5,26E-09;3,49E-10;3,93E-09;4,14E-10;-1,71E-10;-6,57E-11;-2,33E-10;6,64E-09;2,79E-06;1,97E-08;2,55E-09;4,16E-10;1,47E-08;1,59E-09;3,50E-11;-1,37E-10;1,91E-10;-1,48E-10;-2,40E-10;3,28E-10;9,60E-08;4,23E-09;1,35E-10;3,77E-09;6,92E-07;7,69E-09;2,50E-09;6,84E-10;-1,91E-11;-4,35E-11;-1,41E-10;-2,96E-10;-2,73E-10;-5,51E-11;-7,32E-11;-1,22E-10;-2,40E-10;-3,22E-10;-2,11E-10;-2,49E-10;-1,88E-10;-8,27E-11;-1,23E-10;-2,83E-10;-2,12E-10;-1,56E-10
7;1,08E-09;9,56E-09;7,89E-10;-1,17E-10;-2,41E-10;-3,27E-10;-2,34E-10;-4,05E-10;-2,18E-10;-2,56E-10;-2,40E-10;3,97E-08;2,81E-09;2,10E-07;5,46E-09;6,00E-08;5,90E-09;2,07E-08;1,61E-09;6,13E-09;6,39E-10;3,30E-09;-2,33E-11;-2,77E-10;-3,83E-10;-2,47E-10;6,62E-09;2,80E-06;1,93E-08;2,44E-09;4,32E-10;1,51E-08;1,42E-09;-1,77E-10;-1,57E-10;7,53E-11;-1,83E-10;-2,92E-10;1,60E-10;1,10E-07;4,34E-09;1,73E-10;3,36E-09;6,70E-07;7,54E-09;2,22E-09;3,58E-10;-5,09E-11;-2,43E-10;-2,81E-10;-9,23E-11;-2,97E-10;-2,78E-10;-3,02E-10;-3,61E-10;-3,15E-10;-2,99E-10;-2,53E-10;-2,29E-10;-3,90E-10;-3,84E-10;-9,86E-11;-3,85E-10;-3,29E-10;-1,86E-10;;;;1,08E-09;9,56E-09;7,89E-10;-1,17E-10;-2,41E-10;-3,27E-10;-2,34E-10;-4,05E-10;-2,18E-10;-2,56E-10;-2,40E-10;3,97E-08;2,81E-09;2,10E-07;5,46E-09;6,00E-08;5,90E-09;2,07E-08;1,61E-09;6,13E-09;6,39E-10;3,30E-09;-2,33E-11;-2,77E-10;-3,83E-10;-2,47E-10;6,62E-09;2,80E-06;1,93E-08;2,44E-09;4,32E-10;1,51E-08;1,42E-09;-1,77E-10;-1,57E-10;7,53E-11;-1,83E-10;-2,92E-10;1,60E-10;1,10E-07;4,34E-09;1,73E-10;3,36E-09;6,70E-07;7,54E-09;2,22E-09;3,58E-10;-5,09E-11;-2,43E-10;-2,81E-10;-9,23E-11;-2,97E-10;-2,78E-10;-3,02E-10;-3,61E-10;-3,15E-10;-2,99E-10;-2,53E-10;-2,29E-10;-3,90E-10;-3,84E-10;-9,86E-11;-3,85E-10;-3,29E-10;-1,86E-10
8;1,14E-09;9,62E-09;1,03E-09;-1,95E-10;-1,88E-10;-1,96E-10;-2,41E-10;-3,67E-10;-2,00E-10;-1,37E-10;-2,15E-10;4,04E-08;2,62E-09;2,07E-07;5,29E-09;6,00E-08;5,95E-09;2,05E-08;1,52E-09;6,34E-09;8,20E-10;3,37E-09;1,99E-10;-6,36E-11;-2,96E-10;-2,01E-10;7,50E-09;2,75E-06;1,97E-08;2,25E-09;4,71E-10;1,53E-08;1,48E-09;7,53E-11;-1,13E-10;1,02E-10;5,73E-11;-1,05E-10;6,13E-10;1,20E-07;4,68E-09;4,01E-10;3,90E-09;6,85E-07;8,31E-09;2,43E-09;5,85E-10;-2,23E-11;2,86E-11;-1,31E-10;-1,28E-10;-5,20E-11;-1,76E-10;-1,54E-10;-1,27E-10;-2,36E-10;-2,16E-10;-3,36E-10;-1,45E-10;-1,80E-10;-7,42E-11;-9,54E-12;-1,54E-10;-2,77E-10;-1,90E-10;;;;1,14E-09;9,62E-09;1,03E-09;-1,95E-10;-1,88E-10;-1,96E-10;-2,41E-10;-3,67E-10;-2,00E-10;-1,37E-10;-2,15E-10;4,04E-08;2,62E-09;2,07E-07;5,29E-09;6,00E-08;5,95E-09;2,05E-08;1,52E-09;6,34E-09;8,20E-10;3,37E-09;1,99E-10;-6,36E-11;-2,96E-10;-2,01E-10;7,50E-09;2,75E-06;1,97E-08;2,25E-09;4,71E-10;1,53E-08;1,48E-09;7,53E-11;-1,13E-10;1,02E-10;5,73E-11;-1,05E-10;6,13E-10;1,20E-07;4,68E-09;4,01E-10;3,90E-09;6,85E-07;8,31E-09;2,43E-09;5,85E-10;-2,23E-11;2,86E-11;-1,31E-10;-1,28E-10;-5,20E-11;-1,76E-10;-1,54E-10;-1,27E-10;-2,36E-10;-2,16E-10;-3,36E-10;-1,45E-10;-1,80E-10;-7,42E-11;-9,54E-12;-1,54E-10;-2,77E-10;-1,90E-10
