03:47:11 PM , July 10, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   5.59E-009 
2,   4.99E-008 
3,   3.39E-009 
4,   2.92E-010 
5,   2.47E-010 
6,   1.41E-010 
7,   1.52E-010 
8,   4.14E-011 
9,   1.59E-011 
10,   1.23E-010 
11,   1.15E-010 
12,   1.39E-009 
13,   2.32E-010 
14,   5.56E-010 
15,   9.81E-010 
16,   9.48E-009 
17,   6.56E-008 
18,   2.58E-007 
19,   5.83E-009 
20,   9.49E-010 
21,   2.13E-010 
22,   3.05E-010 
23,   1.47E-010 
24,   2.86E-010 
25,   1.01E-010 
26,   1.53E-010 
27,   4.04E-010 
28,   9.08E-009 
29,   1.09E-009 
30,   9.66E-010 
31,   2.12E-010 
32,   8.00E-009 
33,   1.04E-009 
34,   1.81E-010 
35,   6.57E-011 
36,   1.72E-010 
37,  -3.18E-012 
38,   4.24E-012 
39,  -2.65E-011 
40,   1.40E-010 
41,   7.32E-011 
42,   1.89E-010 
43,   2.16E-010 
44,   1.17E-008 
45,   1.26E-009 
46,   1.31E-010 
47,   7.95E-011 
48,   1.30E-010 
49,   3.92E-011 
50,   6.36E-012 
51,   6.26E-011 
52,   1.09E-010 
53,  -1.80E-011 
54,   1.44E-010 
55,   7.85E-011 
56,   1.27E-010 
57,  -7.85E-011 
58,  -4.35E-011 
59,   6.36E-011 
60,   3.92E-011 
61,   8.80E-011 
62,   1.28E-010 
63,  -1.70E-011 
64,  -1.27E-011 
65,   2.33E-011 
