06:26:42 PM , June 26, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   1.03E-009 
2,   4.65E-009 
3,   5.10E-010 
4,   8.48E-012 
5,   2.44E-011 
6,  -1.43E-010 
7,  -1.92E-010 
8,  -9.44E-011 
9,  -1.28E-010 
10,  -4.56E-011 
11,  -6.57E-011 
12,   8.40E-010 
13,   3.13E-010 
14,   2.62E-007 
15,   5.62E-009 
16,   2.65E-009 
17,   4.51E-009 
18,   1.79E-008 
19,   1.61E-009 
20,   3.06E-010 
21,  -9.33E-011 
22,   1.03E-010 
23,  -3.18E-011 
24,   9.97E-011 
25,  -1.28E-010 
26,   6.89E-011 
27,   8.34E-009 
28,   3.41E-006 
29,   2.37E-008 
30,   2.90E-009 
31,   5.99E-010 
32,   1.02E-008 
33,   1.17E-009 
34,   3.33E-010 
35,  -1.48E-011 
36,   6.36E-012 
37,  -1.08E-010 
38,  -1.48E-011 
39,  -1.04E-010 
40,   2.40E-010 
41,  -4.24E-011 
42,  -1.91E-011 
43,  -1.47E-010 
44,   9.22E-009 
45,   1.12E-009 
46,   2.33E-011 
47,  -1.40E-010 
48,  -7.74E-011 
49,  -7.64E-011 
50,   6.36E-011 
51,  -1.68E-010 
52,  -2.16E-010 
53,   9.23E-011 
54,   2.55E-011 
55,  -2.06E-010 
56,  -5.30E-011 
57,  -4.56E-011 
58,  -1.86E-010 
59,  -1.20E-010 
60,  -1.45E-010 
61,   2.65E-011 
62,  -4.14E-011 
63,  -9.01E-011 
64,  -1.21E-010 
65,  -2.45E-010 
