06:27:21 PM , June 26, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   1.15E-009 
2,   3.80E-009 
3,   2.27E-010 
4,  -1.39E-010 
5,  -2.65E-010 
6,  -2.17E-010 
7,  -1.24E-010 
8,  -1.71E-010 
9,  -1.17E-011 
10,  -3.00E-010 
11,  -1.55E-010 
12,   1.95E-007 
13,   5.03E-009 
14,   3.00E-008 
15,   2.11E-009 
16,   2.39E-007 
17,   5.68E-009 
18,   1.01E-008 
19,   9.72E-010 
20,   1.51E-010 
21,   4.35E-011 
22,   1.66E-008 
23,   1.74E-009 
24,  -1.07E-010 
25,  -1.65E-010 
26,  -5.30E-011 
27,   3.47E-009 
28,   1.62E-006 
29,   1.59E-008 
30,   3.47E-009 
31,   9.85E-010 
32,   2.35E-008 
33,   1.88E-009 
34,  -4.35E-011 
35,  -1.10E-010 
36,  -1.66E-010 
37,   7.10E-011 
38,  -2.71E-010 
39,  -1.15E-010 
40,   1.04E-009 
41,   9.54E-012 
42,   2.97E-011 
43,   1.59E-008 
44,   2.86E-006 
45,   3.04E-008 
46,   1.02E-008 
47,   1.44E-009 
48,   1.54E-010 
49,  -1.39E-010 
50,  -1.51E-010 
51,  -4.24E-012 
52,  -1.71E-010 
53,  -2.00E-010 
54,  -2.73E-010 
55,  -1.54E-010 
56,  -2.42E-010 
57,  -1.83E-010 
58,  -1.75E-010 
59,   2.65E-011 
60,  -4.77E-011 
61,  -1.90E-010 
62,  -1.31E-010 
63,  -1.03E-010 
64,  -2.68E-010 
65,  -1.97E-010 
