04:21:46 PM , July 18, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   1.84E-009 
2,   7.88E-009 
3,   9.60E-010 
4,   8.38E-011 
5,   5.41E-011 
6,  -7.85E-011 
7,  -4.24E-011 
8,  -2.12E-012 
9,  -6.68E-011 
10,  -5.30E-011 
11,  -7.42E-011 
12,   6.83E-009 
13,   8.29E-010 
14,   2.23E-007 
15,   5.75E-009 
16,   5.30E-008 
17,   9.37E-009 
18,   3.48E-008 
19,   2.57E-009 
20,   1.82E-009 
21,   3.72E-010 
22,   8.13E-010 
23,   1.76E-010 
24,   2.32E-010 
25,   1.08E-010 
26,   1.15E-010 
27,   6.58E-009 
28,   2.90E-006 
29,   2.07E-008 
30,   2.82E-009 
31,   1.45E-009 
32,   4.23E-007 
33,   6.39E-009 
34,   1.92E-009 
35,   5.47E-010 
36,   1.50E-010 
37,   2.50E-010 
38,   2.48E-010 
39,   2.52E-010 
40,   2.87E-008 
41,   2.43E-009 
42,   2.68E-010 
43,   4.53E-010 
44,   1.20E-007 
45,   5.01E-009 
46,   7.20E-010 
47,   2.20E-010 
48,   8.06E-011 
49,   1.05E-010 
50,  -2.97E-011 
51,   1.95E-010 
52,   4.77E-011 
53,  -6.57E-011 
54,   6.15E-011 
55,   4.14E-011 
56,   4.88E-011 
57,   8.59E-011 
58,   3.29E-011 
59,  -4.24E-012 
60,   2.76E-011 
61,   6.15E-011 
62,   9.65E-011 
63,  -1.91E-011 
64,  -1.17E-011 
65,   1.12E-010 
