04:19:07 PM , July 18, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   1.01E-009 
2,   1.01E-008 
3,   1.41E-009 
4,   3.97E-010 
5,   3.38E-010 
6,   3.23E-010 
7,   3.90E-010 
8,   1.83E-010 
9,   1.58E-010 
10,   2.82E-010 
11,   2.92E-010 
12,   2.28E-009 
13,   6.63E-010 
14,   6.44E-009 
15,   8.31E-010 
16,   6.82E-009 
17,   1.25E-008 
18,   4.71E-008 
19,   3.08E-009 
20,   5.14E-010 
21,   4.15E-010 
22,   3.34E-010 
23,   2.79E-010 
24,   2.99E-010 
25,   3.31E-010 
26,   3.59E-010 
27,   2.94E-010 
28,   5.52E-008 
29,   3.44E-009 
30,   7.66E-010 
31,   2.93E-010 
32,   1.55E-008 
33,   1.98E-009 
34,   2.87E-010 
35,   4.31E-010 
36,   3.99E-010 
37,   2.42E-010 
38,   5.33E-010 
39,   2.39E-010 
40,   1.20E-009 
41,   1.89E-010 
42,   3.20E-010 
43,   1.30E-010 
44,   2.91E-008 
45,   2.56E-009 
46,   3.52E-010 
47,   2.65E-010 
48,   1.12E-010 
49,   1.93E-010 
50,   3.13E-010 
51,   2.35E-010 
52,   2.36E-010 
53,   7.32E-011 
54,   1.35E-010 
55,   1.55E-010 
56,   1.63E-010 
57,   2.84E-010 
58,   1.94E-010 
59,   2.04E-010 
60,   1.06E-011 
61,   2.01E-010 
62,   2.29E-010 
63,   2.15E-010 
64,   1.96E-010 
65,   3.01E-010 
