04:21:46 PM , July 18, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   1.91E-009 
2,   8.08E-009 
3,   8.80E-010 
4,  -2.86E-011 
5,  -2.33E-011 
6,  -2.30E-010 
7,  -1.48E-010 
8,  -4.14E-011 
9,  -1.86E-010 
10,  -9.23E-011 
11,  -7.42E-011 
12,   3.67E-008 
13,   2.31E-009 
14,   1.88E-007 
15,   4.83E-009 
16,   9.95E-008 
17,   9.82E-009 
18,   3.58E-008 
19,   2.24E-009 
20,   1.67E-009 
21,   4.10E-010 
22,   3.26E-009 
23,   4.44E-010 
24,  -1.43E-010 
25,  -9.44E-011 
26,  -1.77E-010 
27,   5.02E-009 
28,   2.59E-006 
29,   1.86E-008 
30,   2.50E-009 
31,   1.16E-009 
32,   4.48E-007 
33,   6.31E-009 
34,   1.75E-009 
35,   2.40E-010 
36,   9.33E-011 
37,  -1.72E-010 
38,  -1.40E-010 
39,  -4.98E-011 
40,   2.91E-008 
41,   2.08E-009 
42,   4.56E-011 
43,   2.42E-009 
44,   6.07E-007 
45,   7.21E-009 
46,   2.24E-009 
47,   2.80E-010 
48,   7.10E-011 
49,  -1.92E-010 
50,  -1.80E-011 
51,  -6.47E-011 
52,  -5.20E-011 
53,  -2.34E-010 
54,  -1.53E-010 
55,  -2.04E-010 
56,  -1.02E-010 
57,  -2.52E-010 
58,  -1.19E-010 
59,  -2.68E-010 
60,  -2.67E-010 
61,  -1.04E-010 
62,  -1.91E-010 
63,  -2.61E-010 
64,  -2.91E-010 
65,  -3.12E-010 
