03:49:29 PM , July 10, 2024
Residual Gas Analyzer Software 
Software Version, 3.218.004

Histogram Scan Setup:

Data Points in Scan, 65 
Units, Torr 
Noise Floor, 2 
CEM Status, OFF 
Points Per AMU, 1
Scan Start Mass, 1, amu 
Scan Stop Mass, 65, amu
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1000, Volts
CEM Gain, 1.00E+006 
Sensitivity Factor, 1.00E-004 
Filament Current, 1.00, mAmps


1,   8.23E-010 
2,   9.15E-009 
3,   4.85E-010 
4,  -1.57E-010 
5,  -3.52E-010 
6,  -2.34E-010 
7,  -4.86E-010 
8,  -3.46E-010 
9,  -3.83E-010 
10,  -4.50E-010 
11,  -3.49E-010 
12,   4.25E-008 
13,   2.62E-009 
14,   2.04E-007 
15,   5.17E-009 
16,   6.34E-008 
17,   5.92E-009 
18,   2.04E-008 
19,   1.60E-009 
20,   6.68E-009 
21,   4.23E-010 
22,   3.64E-009 
23,   1.39E-010 
24,  -1.96E-010 
25,  -3.37E-010 
26,  -2.77E-010 
27,   6.50E-009 
28,   2.76E-006 
29,   1.95E-008 
30,   2.30E-009 
31,   2.94E-010 
32,   1.54E-008 
33,   9.90E-010 
34,  -1.34E-010 
35,  -3.59E-010 
36,  -5.83E-011 
37,  -2.96E-010 
38,  -3.15E-010 
39,   3.41E-010 
40,   1.26E-007 
41,   4.40E-009 
42,   8.91E-011 
43,   3.84E-009 
44,   7.17E-007 
45,   8.23E-009 
46,   2.57E-009 
47,   3.93E-010 
48,  -3.58E-010 
49,  -3.09E-010 
50,  -4.29E-010 
51,  -3.47E-010 
52,  -4.54E-010 
53,  -3.73E-010 
54,  -4.38E-010 
55,  -2.81E-010 
56,  -5.12E-010 
57,  -3.59E-010 
58,  -4.59E-010 
59,  -4.15E-010 
60,  -3.13E-010 
61,  -3.10E-010 
62,  -3.11E-010 
63,  -3.22E-010 
64,  -5.11E-010 
65,  -3.55E-010 
